,T6,,,,,,,,,T8,,,,,,,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
Frame,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1142,-56.8943,0.819435,1724.69,-51.1907,4.06231,1700.7,-68.6792,13.191,1707.18,89.7398,23.7253,1733.86,91.1977,23.3155,1714.34,78.184,38.1619,1724.7
1143,-54.4184,0.175058,1723.37,-48.9147,3.1945,1699.37,-66.1763,12.6119,1706.03,91.0685,24.9927,1733.61,92.8105,24.5706,1714.29,79.5994,39.4304,1724.52
1144,-52.0122,-0.545719,1722.01,-46.5555,2.52285,1698.03,-63.8972,11.9297,1704.78,92.9738,26.5924,1733.26,94.1243,25.8359,1714.1,80.8567,40.7172,1724.25
1145,-49.6669,-1.31302,1720.58,-44.1793,1.88405,1696.62,-61.5931,11.0902,1703.42,93.7219,27.7935,1733.4,94.9137,26.86,1714.13,82.399,42.2116,1724.11
1146,-47.329,-2.04415,1718.99,-41.8695,1.34834,1695.1,-59.3984,10.1464,1702.16,94.7413,29.1868,1733.45,95.5666,27.9466,1714.05,83.115,43.4519,1724.21
1147,-45.0184,-2.82757,1717.5,-39.6733,0.625369,1693.6,-57.0243,9.52465,1700.78,95.7008,30.7104,1733.67,96.889,29.5653,1714.2,84.3546,44.9808,1724.24
1148,-42.7176,-3.63691,1715.97,-37.5093,-0.335217,1692.02,-54.8108,8.69378,1699.19,96.797,32.3488,1734.05,97.4318,30.7862,1714.52,85.0714,46.5017,1724.33
1149,-40.3861,-4.41194,1714.35,-35.2212,-0.921688,1690.39,-52.4583,7.9353,1697.65,97.2576,33.8608,1734.25,97.8899,32.1104,1714.74,85.6838,47.9602,1724.68
1150,-38.0043,-5.14581,1712.71,-32.5173,-0.94993,1688.79,-50.2542,7.26683,1695.98,97.2188,35.2108,1734.37,99.21,34.0154,1715.08,86.5779,49.7245,1724.9
1151,-35.6391,-5.92835,1711.03,-30.6783,-2.44024,1687.17,-47.8168,6.63396,1694.36,97.6592,36.9738,1734.68,99.2134,35.3209,1715.4,86.7442,51.3332,1725.27
1152,-33.269,-6.67504,1709.47,-28.206,-2.95219,1685.51,-45.6262,5.64565,1692.88,98.4891,38.9724,1734.94,99.2266,36.8167,1715.77,87.16,52.9997,1725.73
1153,-30.8851,-7.4818,1707.71,-25.9324,-3.74511,1683.81,-43.2957,4.98726,1691.13,98.1328,40.4596,1735.69,99.8498,38.8008,1716.4,87.6563,54.8434,1726.13
1154,-28.5437,-8.14241,1705.99,-23.3835,-3.87258,1682.04,-41.0399,4.31119,1689.45,98.0552,42.3234,1736.13,100.153,40.6096,1716.89,87.6654,56.7686,1726.62
1155,-26.2006,-8.79973,1704.19,-21.5332,-5.06908,1680.3,-38.6792,3.85894,1687.8,98.2952,44.3565,1736.72,100.255,42.381,1717.58,87.7974,58.6152,1727.16
1156,-23.889,-9.3534,1702.48,-19.2221,-5.54114,1678.6,-36.4203,3.05903,1686.03,98.2792,46.3875,1737.37,100.212,44.1885,1718.26,87.8871,60.6338,1727.72
1157,-21.5791,-9.96098,1700.71,-17.0308,-6.24357,1676.88,-34.0309,2.5491,1684.42,98.223,48.3375,1738.16,100.256,46.0497,1719.05,87.8665,62.6071,1728.34
1158,-19.2461,-10.5491,1699.09,-14.7682,-6.72448,1675.26,-31.7222,2.20294,1682.82,97.8613,50.3677,1738.7,100.13,48.0131,1719.73,87.7314,64.547,1729.03
1159,-16.8483,-11.1008,1697.44,-12.4119,-7.16357,1673.48,-29.519,1.77037,1681.29,97.6831,52.555,1739.43,99.2533,49.667,1720.54,87.5234,66.6013,1729.71
1160,-14.5657,-11.5844,1695.79,-10.1366,-7.7762,1671.9,-27.0888,1.43163,1679.65,97.2759,54.6155,1740.09,98.891,51.6407,1721.31,87.1656,68.6878,1730.28
1161,-12.2257,-12.1337,1694.13,-8.01144,-8.42764,1670.22,-24.8576,0.862804,1678.13,96.9863,56.802,1740.73,98.4828,53.6574,1721.95,86.7745,70.7478,1730.85
1162,-9.8074,-12.5534,1692.41,-5.71652,-8.80585,1668.6,-22.6775,0.207122,1676.49,98.2308,59.7891,1741.68,98.1009,55.7346,1722.53,86.3191,72.902,1731.04
1163,-7.66014,-13.1041,1690.78,-3.59365,-9.21783,1666.81,-20.5617,-0.262177,1674.82,96.1711,61.2434,1741.92,97.6056,57.7982,1723.19,85.8459,75.0155,1731.88
1164,-5.52809,-13.5661,1689.05,-1.56543,-9.77997,1665.1,-18.407,-0.740323,1673.14,95.803,63.3973,1742.59,97.0711,59.763,1723.87,85.3412,77.0869,1732.49
1165,-3.4246,-13.9736,1687.36,0.423953,-10.3049,1663.44,-15.9414,-1.02677,1671.23,95.4141,65.5871,1743.12,97.1575,61.9835,1724.42,84.706,79.0572,1733.12
1166,-1.44264,-14.4721,1685.61,2.36317,-10.7485,1661.78,-14.406,-1.58658,1669.72,95.0419,67.7034,1743.79,96.6194,63.9422,1725.11,84.2192,81.1579,1733.73
1167,0.592999,-14.9181,1683.95,4.38213,-11.0998,1660.06,-12.3678,-1.87934,1668.15,94.4631,69.739,1744.46,95.7933,65.7073,1725.96,83.8832,83.1567,1734.37
1168,2.516,-15.3428,1682.31,6.26344,-11.4042,1658.29,-10.4553,-2.32612,1666.45,93.8339,71.7544,1744.99,95.2096,67.6116,1726.67,83.3994,85.2244,1734.86
1169,4.38145,-15.6926,1680.66,8.16208,-11.7368,1656.68,-8.54737,-2.66013,1664.87,93.4071,73.9288,1745.54,94.3979,69.4171,1727.34,82.7945,87.2165,1735.39
1170,6.23662,-16.095,1678.91,9.79878,-12.4215,1655.09,-6.84803,-3.16636,1663.25,92.6817,76.0489,1746.05,93.7038,71.321,1727.98,82.1576,89.3364,1735.87
1171,7.97384,-16.4762,1677.36,11.6154,-12.5647,1653.45,-5.09781,-3.45874,1661.65,92.0117,78.1419,1746.48,92.9627,73.3364,1728.51,81.4172,91.4485,1736.33
1172,9.55425,-16.8786,1675.71,13.1807,-12.8118,1651.73,-3.60651,-3.96139,1660.07,91.3048,80.2548,1746.9,92.3399,75.3959,1728.96,80.8002,93.5638,1736.65
1173,11.027,-17.1885,1674.1,14.5195,-13.2057,1650.16,-2.0515,-4.01891,1658.35,90.6823,82.3683,1747.35,91.7739,77.4376,1729.34,80.1587,95.6351,1736.95
1174,12.3135,-17.4476,1672.53,15.9021,-13.3659,1648.67,-0.786462,-4.31479,1657.01,89.9482,84.5422,1747.7,91.6251,79.6529,1729.69,79.4537,97.5927,1737.45
1175,13.5458,-17.7216,1671.14,17.0707,-13.7007,1647.24,0.427764,-4.61394,1655.7,89.4092,86.6543,1748.11,90.9582,81.6326,1730.21,79.6215,99.9024,1736.89
1176,14.6347,-17.914,1669.87,18.0287,-14.0182,1645.94,1.65272,-4.64286,1654.35,88.9616,88.7452,1748.51,90.4478,83.6019,1730.66,78.7546,101.795,1738.07
1177,15.594,-18.1697,1668.77,19.2683,-13.9648,1644.91,2.54307,-4.89324,1653.21,88.6558,90.7932,1748.77,90.171,85.7272,1731.01,78.844,104.145,1737.54
1178,16.5233,-18.336,1667.79,20.1124,-14.1213,1643.9,3.39637,-5.15306,1652.23,88.5666,93.05,1749.11,89.8191,87.7993,1731.23,78.4737,106.212,1737.73
1179,17.2246,-18.5359,1666.92,20.8634,-14.2786,1643.05,4.03498,-5.30202,1651.41,88.2666,95.2522,1749.27,89.402,89.8021,1731.42,77.2962,108.05,1737.35
1180,17.8404,-18.6996,1666.28,21.4693,-14.4274,1642.34,4.66948,-5.43944,1650.85,87.725,97.3137,1749.35,89.0187,91.8538,1731.51,76.8937,110.132,1737.56
1181,18.2723,-18.8036,1665.73,21.8678,-14.5166,1641.75,5.1236,-5.58348,1650.12,87.0549,99.3057,1749.36,88.7064,93.9687,1731.55,76.7236,112.275,1737.8
1182,18.5964,-18.9034,1665.29,22.0635,-14.8143,1641.39,5.53333,-5.63325,1649.7,86.8509,101.513,1749.35,88.3723,96.0506,1731.55,76.6352,114.471,1737.93
1183,18.6925,-18.9706,1665.05,22.2635,-14.8863,1641.18,5.68522,-5.67371,1649.53,86.8095,103.804,1749.36,88.1123,98.1705,1731.5,76.416,116.646,1737.91
1184,18.6709,-18.979,1664.96,22.2963,-14.9378,1641.12,5.73922,-5.59522,1649.44,86.7439,106.061,1749.27,87.9063,100.278,1731.43,76.2351,118.841,1737.96
1185,18.4752,-18.9945,1665.06,22.0923,-14.9063,1641.23,5.51286,-5.65356,1649.59,86.5241,108.326,1749.15,87.75,102.435,1731.23,76.1202,121.054,1737.86
1186,18.1082,-19.0031,1665.39,21.8033,-14.8467,1641.47,5.19837,-5.65419,1649.79,86.2226,110.563,1748.85,87.723,104.628,1730.99,76.4499,123.222,1737.24
1187,17.6405,-19,1665.89,21.422,-14.7022,1641.88,4.80147,-5.59509,1650.27,87.2534,113.381,1748.77,87.9345,106.868,1730.65,76.1837,125.292,1736.88
1188,16.9628,-18.9044,1666.61,20.8034,-14.6356,1642.77,4.12264,-5.47785,1651.04,87.2491,115.513,1748.36,87.8263,108.966,1730.31,76.4646,127.576,1736.38
1189,16.1449,-18.9473,1667.56,20.0843,-14.5977,1643.7,3.46717,-5.36826,1652.04,86.8596,117.462,1747.88,87.9475,111.029,1729.9,76.6896,129.779,1736.03
1190,15.1932,-18.916,1668.72,19.1383,-14.5836,1644.95,2.51971,-5.25236,1653.24,87.345,119.688,1747.49,88.2667,113.109,1729.47,77.0538,131.915,1735.37
1191,14.0255,-18.9719,1670.23,17.9747,-14.6086,1646.27,1.28036,-5.54984,1654.52,88.5636,122.364,1747.1,88.7573,115.18,1728.87,77.4368,133.884,1734.75
1192,12.7248,-18.9184,1671.7,16.6907,-14.4674,1647.78,0.0225876,-5.40002,1656.08,88.0944,123.896,1746.09,89.2619,117.154,1728.24,77.8699,135.825,1734.09
1193,11.2154,-18.9241,1673.37,15.2915,-14.2879,1649.52,-1.35865,-5.3992,1657.73,89.7285,126.55,1745.58,89.9638,119.207,1727.6,78.597,137.81,1733.22
1194,9.49207,-18.8938,1675.26,13.5354,-14.6149,1651.46,-2.94825,-5.32775,1659.52,90.0785,128.445,1744.83,90.842,121.212,1727.04,79.1243,139.83,1732.21
1195,7.64302,-18.8745,1677.24,11.7658,-14.7098,1653.41,-4.85315,-5.35389,1661.52,91.1073,130.688,1743.88,91.4026,123.112,1726.09,79.8178,141.82,1731.16
1196,5.53597,-18.8094,1679.35,10.4071,-13.3163,1655.49,-6.99388,-5.4036,1663.47,91.7295,132.731,1742.64,92.4397,125.193,1725.05,80.7417,143.853,1730.07
1197,3.20147,-18.8236,1681.58,7.80007,-14.4217,1657.71,-9.10274,-5.34561,1665.68,92.9931,135.046,1741.47,93.2612,127.175,1723.85,81.5432,145.834,1728.76
1198,0.798235,-18.6742,1683.99,5.48151,-14.3901,1660.14,-11.3805,-5.14746,1667.95,93.889,137.06,1740.15,94.3477,129.2,1722.61,82.4679,147.723,1727.44
1199,-1.85537,-18.6674,1686.52,3.02352,-14.3207,1662.73,-13.8786,-5.17889,1670.48,95.2149,139.109,1738.61,95.352,130.98,1721.22,83.5852,149.605,1726
1200,-4.60952,-18.5952,1689.07,0.747785,-13.6706,1665.28,-16.5355,-5.03716,1673.03,96.1963,140.888,1737.23,96.6807,132.786,1719.81,84.6064,151.405,1724.48
1201,-7.41969,-18.3527,1691.77,-2.41118,-14.2185,1668.11,-19.4561,-5.05082,1675.6,97.5594,142.852,1735.54,97.8511,134.613,1718.26,85.9908,153.159,1722.84
1202,-10.5403,-18.3875,1694.69,-5.20337,-13.996,1670.98,-22.2743,-4.86006,1678.35,99.0644,144.936,1733.79,99.0733,136.298,1716.51,87.2973,154.978,1721.09
1203,-13.802,-18.3375,1697.58,-8.41694,-14.2848,1673.94,-25.3157,-4.79546,1681.26,100.131,146.577,1731.89,100.458,137.994,1714.84,88.5891,156.639,1719.32
1204,-17.1194,-18.2102,1700.53,-11.5252,-14.0339,1676.89,-28.7555,-4.93807,1684,101.846,148.478,1730.04,101.826,139.838,1713.03,89.865,158.287,1717.5
1205,-20.6234,-18.2013,1703.45,-15.021,-14.1891,1679.79,-31.9923,-4.83025,1686.6,103.152,150.304,1728.08,103.419,141.513,1711.19,90.8809,159.902,1715.6
1206,-24.2999,-18.0317,1706.36,-18.4017,-13.9115,1682.72,-35.5413,-4.69397,1689.63,104.417,151.754,1726.2,104.515,143.037,1709.17,92.4693,161.53,1713.62
1207,-27.9713,-17.9807,1709.26,-21.9489,-13.7367,1685.63,-39.0236,-4.43427,1692.39,106.227,153.671,1724.2,106.111,144.791,1707.18,93.5539,163.061,1711.62
1208,-31.6754,-17.8104,1712.22,-25.5632,-13.8941,1688.63,-42.6209,-4.1839,1695.35,107.707,155.29,1722.21,107.258,146.169,1705.05,95.145,164.615,1709.6
1209,-35.4653,-17.6826,1715.14,-29.1397,-13.5298,1691.57,-46.2983,-4.20102,1698.22,109.003,156.76,1720.04,108.68,147.784,1703.06,96.5705,166.228,1707.62
1210,-39.2402,-17.5474,1718.1,-32.7828,-13.5998,1694.53,-50.0615,-4.1606,1701.06,110.784,158.51,1718.12,110.078,149.205,1700.94,97.9556,167.63,1705.53
1211,-43.0081,-17.294,1720.87,-36.4199,-13.435,1697.49,-53.6535,-3.92618,1703.94,112.215,159.988,1715.86,111.521,150.829,1698.95,99.4316,169.181,1703.61
1212,-46.739,-17.1797,1723.83,-40.104,-13.5614,1700.39,-57.2004,-3.59375,1706.74,113.686,161.634,1713.89,113.24,152.396,1696.92,100.442,170.521,1701.51
1213,-50.4907,-17.1002,1726.77,-43.695,-13.1006,1703.28,-60.8442,-3.3006,1709.5,115.413,163.339,1711.65,114.401,153.945,1694.82,102.174,172.129,1699.44
1214,-54.2734,-16.9692,1729.51,-47.366,-12.7236,1705.98,-64.6008,-3.28903,1712.27,116.755,164.881,1709.66,115.876,155.477,1692.78,103.485,173.713,1697.37
1215,-58.1235,-16.9598,1732.25,-51.0848,-12.9287,1708.68,-68.3906,-3.25097,1714.92,117.949,166.458,1707.56,117.259,157.066,1690.73,104.799,175.106,1695.4
1216,-61.8558,-16.8929,1735,-54.8873,-13.0324,1711.41,-71.8794,-2.71675,1717.5,119.702,168.143,1705.41,118.935,158.739,1688.72,105.866,176.638,1693.4
1217,-65.6813,-16.7955,1737.58,-58.6192,-13.0548,1714.01,-75.7783,-3.12358,1720.15,121.032,169.783,1703.35,119.978,160.155,1686.57,107.409,178.171,1691.39
1218,-69.4254,-16.6938,1740.14,-62.3586,-13.0882,1716.49,-79.321,-2.57475,1722.58,122.365,171.314,1701.04,121.635,161.962,1684.45,108.668,179.793,1689.36
1219,-73.1748,-16.6336,1742.65,-65.7683,-12.6243,1718.94,-83.2062,-2.96552,1724.99,124.041,173.069,1698.94,122.645,163.297,1682.22,110.117,181.31,1687.27
1220,-76.8137,-16.521,1745.02,-69.5464,-12.8415,1721.43,-86.7358,-2.602,1727.42,125.042,174.605,1696.57,123.963,165.061,1680.05,111.308,182.893,1685.02
1221,-80.453,-16.4873,1747.37,-73.0813,-12.797,1723.8,-90.0785,-2.28819,1729.56,126.612,176.309,1694.43,125.476,166.673,1677.75,112.182,184.174,1682.78
1222,-83.9895,-16.2456,1749.44,-76.2903,-12.1614,1725.87,-93.7119,-2.4331,1731.85,127.874,178.151,1692.16,126.445,168.223,1675.47,113.568,186.001,1680.55
1223,-87.4745,-16.0431,1751.44,-79.8483,-12.4402,1728.01,-97.1429,-2.48483,1733.99,128.815,179.704,1689.66,127.949,170.082,1673.18,114.398,187.418,1678.24
1224,-90.851,-15.9665,1753.5,-83.2376,-12.5598,1730.11,-100.314,-1.94287,1735.83,130.529,181.612,1687.43,129.22,171.747,1670.9,115.579,189.045,1676.04
1225,-94.1052,-15.874,1755.31,-86.4522,-12.4046,1731.94,-103.688,-2.05831,1737.75,131.737,183.416,1685.02,130.159,173.398,1668.44,117.043,190.724,1673.78
1226,-97.3604,-15.8009,1757.04,-89.4568,-12.1209,1733.72,-106.91,-2.32601,1739.43,133.052,185.071,1682.54,131.994,175.301,1666.1,118.101,192.326,1671.28
1227,-100.483,-15.7956,1758.72,-92.6227,-12.2242,1735.46,-110.054,-2.26873,1741.15,134.99,187.113,1680.21,133.466,176.993,1663.55,119.453,193.908,1668.92
1228,-103.44,-15.7741,1760.42,-95.613,-12.1888,1737.12,-113.216,-2.34113,1742.44,136.372,188.953,1677.57,134.673,178.682,1661,121.075,195.804,1666.36
1229,-109.243,-15.8412,1763.79,-101.045,-11.7686,1740.48,-118.877,-2.34892,1746.08,137.606,190.535,1674.86,136.574,180.52,1658.39,122.222,197.366,1663.68
1230,-111.963,-15.8261,1765.46,-104.24,-12.4325,1742.23,-121.48,-1.85705,1747.87,139.396,192.436,1671.91,138.058,182.262,1655.41,123.773,199.06,1660.82
1231,-114.586,-15.8079,1767.05,-106.862,-12.215,1743.69,-124.946,-2.38859,1749.15,141.004,194.265,1668.99,139.258,183.966,1652.41,125.478,200.778,1657.86
1232,-117.209,-15.8131,1768.48,-109.485,-12.1984,1745.14,-126.985,-2.2926,1750.94,142.349,195.683,1665.97,140.658,185.549,1649.29,126.926,202.339,1654.75
1233,-119.637,-15.7922,1769.92,-111.972,-12.3829,1746.59,-129.305,-1.9006,1752.33,143.879,197.678,1662.45,142.41,187.337,1645.99,128.538,204.168,1651.56
1234,-121.997,-15.8917,1771.26,-114.201,-12.1769,1747.88,-131.614,-2.23023,1753.58,145.675,199.585,1659.07,144.314,189.239,1642.74,130.074,205.8,1648.19
1235,-124.185,-15.9711,1772.43,-116.48,-12.2309,1749.11,-133.676,-2.48286,1754.92,147.584,201.297,1655.6,145.958,191.016,1639.23,131.932,207.913,1644.87
1236,-126.222,-16.0958,1773.62,-118.701,-12.5261,1750.28,-135.788,-2.81468,1755.97,149.121,203.153,1652.12,147.968,193.134,1635.75,132.998,209.034,1641.46
1237,-128.179,-16.325,1774.83,-120.587,-12.586,1751.35,-137.841,-3.06402,1757.15,150.759,205.125,1648.65,149.712,195.097,1632.26,134.758,211.182,1637.99
1238,-130.046,-16.4606,1775.88,-122.239,-12.4005,1752.45,-139.779,-3.20168,1758.2,152.325,207.328,1644.82,151.3,197.09,1628.62,135.808,212.559,1634.52
1239,-131.894,-16.6262,1776.96,-124.353,-12.8506,1753.28,-141.602,-3.46368,1759.04,153.912,209.237,1641.07,152.785,199.147,1624.88,137.612,215.161,1630.75
1240,-133.618,-16.8679,1777.86,-126.13,-13.4215,1754.26,-143.377,-3.76684,1759.93,155.617,211.909,1637.16,154.126,201.41,1621.11,138.914,217.187,1626.98
1241,-135.305,-16.9896,1778.72,-127.793,-13.8004,1755.22,-144.969,-3.65803,1760.8,156.861,214.215,1633.49,155.382,203.7,1617.44,140.083,219.178,1623.55
1242,-136.921,-17.3319,1779.48,-129.536,-14.1034,1756.01,-146.43,-4.00315,1761.38,157.657,216.436,1629.94,156.688,206.174,1613.87,140.879,221.503,1619.87
1243,-138.622,-17.5866,1780.16,-131.133,-14.4232,1756.81,-148.408,-4.39293,1762.4,158.81,219.06,1626.25,157.454,208.568,1610.06,141.768,223.746,1616.58
1244,-140.139,-17.9709,1780.78,-132.371,-14.1086,1757.45,-149.982,-4.65276,1763.1,159.805,221.46,1622.8,158.349,211.002,1606.6,142.616,226.168,1612.96
1245,-141.692,-18.2547,1781.41,-134.277,-14.8654,1758,-151.555,-5.02372,1763.68,160.221,224.016,1619.46,158.463,213.276,1603.34,142.719,228.114,1610.06
1246,-143.231,-18.5945,1781.94,-135.8,-15.0885,1758.54,-153.292,-5.52858,1764.18,161.144,226.74,1616.19,159.575,216.161,1600.35,143.103,230.512,1606.92
1247,-144.731,-18.8478,1782.4,-137.278,-15.4746,1759.1,-154.594,-5.55338,1764.67,161.047,228.75,1613.49,159.577,218.57,1597.04,143.506,232.943,1604.1
1248,-146.141,-19.1751,1782.75,-138.751,-15.8579,1759.5,-156.011,-6.15664,1765.16,161.366,231.453,1610.56,159.827,221.083,1594.11,143.438,235.151,1601.06
1249,-147.588,-19.5299,1783.06,-139.834,-15.4335,1759.72,-157.577,-6.87305,1765.54,161.444,233.897,1607.89,159.988,223.543,1591.48,143.734,237.602,1598.55
1250,-148.953,-19.8185,1783.39,-141.575,-16.3096,1759.99,-159.069,-7.24558,1765.89,161.498,236.271,1605.2,160.162,225.992,1588.98,143.727,239.865,1595.89
1251,-150.324,-20.1414,1783.58,-142.895,-16.6974,1760.28,-160.324,-7.43035,1766.05,161.288,238.653,1602.8,159.927,228.499,1586.34,143.421,242.016,1593.62
1252,-151.752,-20.5685,1783.76,-144.314,-17.1525,1760.49,-161.719,-7.71272,1766.36,161.654,241.237,1600.34,160.165,231.028,1583.99,143.816,244.267,1591.25
1253,-153.089,-20.9353,1783.93,-145.589,-17.4853,1760.6,-163.023,-7.94313,1766.4,161.034,243.334,1598.18,159.874,233.195,1581.48,143.107,246.073,1589.34
1254,-154.331,-21.2454,1784.08,-146.843,-17.8795,1760.75,-164.363,-8.46055,1766.58,161.004,245.727,1596.09,159.549,235.464,1579.46,142.635,248.198,1587.17
1255,-155.625,-21.7125,1784.11,-147.81,-17.6958,1760.82,-165.74,-8.82625,1766.62,160.497,247.912,1593.98,159.065,237.679,1577.33,142.147,250.244,1585.41
1256,-156.963,-22.0597,1784.11,-149.702,-18.6927,1760.72,-167.216,-9.28892,1766.56,160.173,249.97,1592.27,158.842,239.899,1575.31,142.002,252.427,1583.45
1257,-158.322,-22.452,1784.05,-150.945,-18.9663,1760.75,-168.475,-9.51299,1766.53,159.786,252.329,1590.44,158.608,242.236,1574,141.246,254.186,1581.81
1258,-159.656,-22.7505,1783.9,-152.476,-19.5912,1760.55,-169.734,-9.66737,1766.27,158.621,254.104,1588.58,157.697,244.15,1571.93,140.696,256.116,1580.19
1259,-161.033,-23.0748,1783.65,-153.712,-19.8266,1760.49,-171.201,-10.1077,1766.13,157.951,255.986,1586.95,157.065,246.234,1570.49,139.808,258.18,1578.42
1260,-162.459,-23.517,1783.47,-154.513,-19.2358,1760.19,-172.502,-10.524,1765.92,157.305,257.877,1585.42,156.099,248.087,1569.07,138.904,259.908,1577.29
1261,-163.761,-23.867,1783.25,-156.114,-20.1309,1759.94,-173.864,-10.8677,1765.69,156.481,260.032,1584.49,155.338,250.109,1567.83,137.76,261.556,1576.18
1262,-165.108,-24.2386,1782.96,-157.571,-20.8248,1759.72,-175.117,-11.2147,1765.28,155.441,261.767,1583.46,154.432,252.117,1566.68,136.969,263.121,1575.09
1263,-166.361,-24.6918,1782.69,-158.304,-20.4919,1759.4,-176.419,-11.8035,1764.95,154.255,263.616,1582.43,153.514,254.111,1565.72,136.005,265.009,1574.19
1264,-167.633,-25.2457,1782.36,-159.89,-21.42,1759.04,-177.61,-12.2218,1764.68,153.206,265.283,1581.66,152.396,255.994,1564.74,134.583,266.405,1573.32
1265,-168.857,-25.6343,1781.99,-161.272,-22.1463,1758.79,-178.934,-12.662,1764.16,151.977,266.947,1580.85,151.124,257.664,1564,133.421,268.034,1572.63
1266,-170.134,-26.1071,1781.48,-162.409,-22.3203,1758.16,-180.215,-13.2039,1763.75,150.729,268.464,1579.9,149.954,259.381,1563.36,131.916,269.47,1572.27
1267,-172.742,-26.9211,1780.31,-164.999,-23.0772,1757.03,-182.812,-13.9839,1762.53,149.493,270.066,1579.64,148.595,261.019,1562.74,130.408,270.773,1571.85
1268,-174.075,-27.3355,1779.63,-165.89,-22.8175,1756.41,-184.026,-14.4251,1761.78,147.916,271.366,1579.3,147.257,262.603,1562.32,128.951,271.979,1571.58
1269,-175.319,-27.6432,1778.98,-167.845,-23.9239,1755.79,-185.414,-14.8614,1761.18,146.338,272.678,1579.11,145.995,264.394,1562.21,127.662,273.286,1571.29
1270,-176.702,-27.9864,1778.28,-169.149,-24.231,1754.94,-186.737,-15.1582,1760.37,144.77,274.044,1579.21,144.389,265.632,1562.2,126.365,274.595,1571.66
1271,-178.036,-28.4496,1777.48,-170.544,-24.9599,1754.37,-187.758,-15.4449,1759.23,143.542,275.31,1579.27,142.903,267.037,1562.38,124.555,275.597,1571.93
1272,-179.303,-28.7957,1776.78,-171.219,-24.2355,1753.55,-189.219,-15.8096,1758.85,142.1,276.369,1579.51,141.413,268.531,1562.75,122.802,276.547,1572.24
1273,-180.559,-29.1507,1775.95,-172.948,-25.3326,1752.69,-190.552,-16.1993,1758.04,140.131,277.474,1580.16,139.822,269.71,1563.23,121.491,277.732,1572.74
1274,-181.721,-29.5393,1775.11,-174.112,-25.5091,1751.76,-191.684,-16.694,1756.92,138.534,278.575,1580.85,138.225,270.824,1563.81,119.408,278.469,1573.41
1275,-182.944,-29.8259,1774.18,-175.473,-26.1286,1751.01,-193.145,-16.8929,1756.36,136.838,279.474,1581.87,136.253,271.861,1564.59,117.731,279.324,1574.45
1276,-185.454,-30.4968,1772.24,-177.474,-25.8672,1749.08,-195.427,-17.1779,1754.23,135,280.265,1582.9,134.775,272.88,1565.5,116.15,280.216,1575.57
1277,-186.657,-30.7696,1771.23,-179.065,-26.654,1748.02,-196.865,-17.7561,1753.6,133.552,281.136,1584.04,133.061,274.327,1567.09,114.389,280.783,1576.87
1278,-187.832,-31.0095,1770.23,-180.29,-26.919,1746.95,-198.062,-17.948,1752.36,131.686,281.802,1585.23,132.001,274.68,1567.9,112.886,281.69,1578.16
1279,-188.989,-31.2911,1769.2,-181.462,-27.0606,1745.92,-199.279,-18.2196,1751.5,129.829,282.523,1586.54,130.262,275.546,1568.9,110.878,282.07,1579.48
1280,-190.108,-31.5411,1768.13,-182.685,-27.3367,1744.96,-200.484,-18.5365,1750.51,128.203,283.116,1588.1,127.898,276.549,1570.42,109.145,282.761,1581.05
1281,-191.256,-31.788,1767.04,-183.92,-27.7492,1743.84,-201.604,-18.6199,1749.46,126.2,283.669,1589.78,126.158,277.221,1571.95,107.268,283.11,1582.56
1282,-192.346,-32.0453,1765.95,-185.048,-27.8752,1742.67,-202.813,-18.9514,1748.3,124.491,284.104,1591.3,124.299,277.777,1573.57,105.394,283.491,1584.11
1283,-193.445,-32.3713,1764.8,-185.771,-27.6643,1741.63,-203.701,-19.182,1746.7,122.509,284.393,1593.19,122.416,278.293,1575.46,103.561,283.836,1586.04
1284,-194.438,-32.6411,1763.65,-187.073,-28.2857,1740.48,-205.038,-19.6627,1745.63,120.831,284.794,1595.09,120.59,278.792,1577.24,101.719,283.957,1588.08
1285,-196.472,-33.2829,1761.37,-189.047,-28.8755,1738.05,-206.849,-20.0283,1743.71,118.72,284.937,1597.16,118.819,279.15,1579.18,99.7209,284.151,1590.11
1286,-198.303,-33.8277,1758.98,-190.923,-29.407,1735.75,-208.935,-20.5989,1741.47,117.101,285.018,1599.36,116.925,279.554,1581.39,98.0438,284.301,1592.32
1287,-199.228,-34.1187,1757.84,-191.865,-29.6481,1734.62,-209.814,-20.8061,1740.34,115.005,285.04,1601.53,115.036,279.72,1583.53,95.8866,284.241,1594.45
1288,-200.21,-34.3919,1756.72,-192.783,-29.8618,1733.41,-210.76,-21.0636,1739.14,113.004,285.058,1603.98,113.173,279.864,1585.7,94.3507,284.331,1596.79
1289,-201.159,-34.5941,1755.59,-193.39,-29.5508,1732.36,-211.716,-21.2592,1738.11,111.209,284.981,1606.3,111.228,280.038,1588.1,91.9553,283.977,1599.16
